initial_array,operations,results
16 98 34 27 7 58 26 59 98 14,update-6-14 | update-7-68 | update-2-66 | update-9-48 | update-9-80 | update-2-18 | query-6-10 | query-3-7 | query-3-9 | update-6-77 | update-6-61 | update-10-85 | query-4-8 | update-9-51 | update-7-64,None None None None None None 465 234 519 None None None 397 None None
48 25 35 94 78 50 44 28 89 38,update-4-46 | update-7-91 | query-9-10 | update-10-69 | update-4-57 | update-5-6 | update-1-71 | query-2-5 | query-7-8 | update-5-50 | query-7-7 | query-7-10 | update-7-46 | update-7-77 | update-4-74,None None 127 None None None None 341 163 None 135 359 None None None
93 92 72 96 13 28 33 90 67 80,query-9-9 | query-9-9 | query-9-9 | query-2-2 | query-4-5 | query-6-6 | update-1-30 | query-6-7 | update-5-70 | update-6-24 | query-9-10 | update-3-53 | update-5-60 | query-5-6 | query-5-10,67 67 67 92 109 28 None 61 None None 147 None None 195 465
16 67 42 49 85 51 91 50 32 83,update-1-20 | query-8-10 | query-6-8 | update-2-97 | query-10-10 | update-2-71 | update-3-100 | query-3-6 | update-1-44 | query-1-5 | update-5-42 | query-6-9 | query-10-10 | query-7-10 | update-8-18,None 165 192 None 83 None None 327 None 591 None 224 83 256 None
59 22 91 54 37 26 100 82 58 89,query-1-10 | query-10-10 | update-9-89 | update-2-57 | update-10-32 | query-1-9 | update-5-63 | update-10-85 | update-5-86 | update-4-39 | update-7-60 | update-7-62 | update-9-72 | update-2-90 | query-7-10,618 89 None None None 675 None None None None None None None None 729
50 42 39 70 58 67 81 75 79 35,query-3-8 | update-1-33 | update-8-82 | query-4-9 | query-10-10 | query-6-8 | update-10-69 | query-1-6 | update-4-8 | update-3-97 | update-9-19 | update-8-57 | update-5-79 | query-6-9 | update-10-59,390 None None 512 35 305 None 359 None None None None None 460 None
24 67 95 26 21 94 20 77 33 2,update-3-71 | update-2-8 | update-8-18 | query-2-7 | query-5-9 | update-5-39 | update-1-29 | query-8-9 | update-5-35 | update-2-32 | update-4-25 | query-4-9 | update-7-58 | update-6-46 | query-10-10,None None None 402 263 None None 128 None None None 388 None None 2
11 63 79 97 43 66 49 66 83 11,update-10-86 | query-7-7 | update-8-60 | query-2-4 | update-7-59 | update-9-92 | update-1-74 | query-3-5 | query-3-4 | query-5-5 | query-8-10 | update-10-36 | query-5-7 | query-4-9 | update-10-90,None 49 None 239 None None None 219 176 43 398 None 217 615 None
100 75 90 5 42 71 15 25 7 62,query-2-5 | update-2-25 | query-9-9 | query-7-8 | update-8-89 | update-1-16 | query-9-10 | update-2-27 | update-4-36 | query-9-9 | update-7-29 | update-8-97 | update-6-55 | query-9-10 | query-8-9,212 None 7 40 None None 69 None None 7 None None None 69 218
92 71 66 9 84 33 73 2 27 24,update-5-88 | update-1-53 | update-7-44 | query-5-8 | update-1-8 | query-4-8 | update-9-80 | query-3-3 | query-10-10 | update-10-69 | update-2-82 | query-8-9 | update-4-62 | query-8-8 | query-4-5,None None None 324 None 333 None 66 24 None None 109 None 2 243
32 44 92 42 20 67 3 62 24 51,update-3-52 | query-5-5 | update-6-34 | query-8-9 | update-6-92 | query-5-6 | update-10-36 | update-9-47 | update-2-65 | query-1-9 | query-10-10 | update-2-44 | query-4-6 | update-1-80 | query-5-5,None 20 None 86 None 213 None None None 676 87 None 255 None 20
31 49 27 85 62 58 22 8 34 93,update-3-26 | update-1-30 | query-5-6 | query-10-10 | update-2-31 | query-2-8 | update-3-21 | update-2-60 | update-5-43 | update-6-24 | query-7-8 | query-1-3 | update-7-46 | query-2-7 | update-9-96,None None 120 93 None 368 None None None None 30 275 None 554 None
47 78 85 5 41 46 65 41 94 17,update-8-86 | query-2-10 | update-7-16 | query-1-4 | query-6-10 | query-5-7 | update-7-25 | query-5-8 | query-1-8 | query-6-9 | update-7-39 | update-4-42 | query-8-8 | update-9-11 | query-2-7,None 558 None 215 365 168 None 320 535 373 None None 127 None 442
4 25 94 42 28 67 74 78 6 49,update-10-77 | update-2-4 | update-8-2 | update-5-22 | update-7-62 | update-7-87 | update-1-11 | update-10-98 | update-5-12 | update-7-3 | update-10-53 | update-2-58 | query-9-10 | query-6-7 | query-10-10,None None None None None None None None None None None None 283 293 277
64 45 81 87 40 57 45 57 73 43,update-4-45 | update-2-80 | query-9-10 | update-3-99 | query-3-5 | query-8-9 | update-3-89 | query-5-9 | query-5-9 | update-6-94 | update-2-18 | query-4-8 | update-5-72 | query-6-10 | query-9-10,None None 116 None 352 130 None 272 272 None None 425 None 369 116
25 50 13 78 36 8 76 38 57 26,update-9-67 | update-1-93 | update-2-30 | query-8-9 | query-6-9 | query-4-6 | query-8-9 | update-2-59 | update-4-26 | update-5-22 | query-7-7 | update-8-96 | query-7-8 | query-5-7 | query-5-8,None None None 162 246 122 162 None None None 76 None 210 142 276
86 37 9 67 18 58 41 52 63 59,query-6-10 | query-8-9 | query-6-10 | query-9-9 | update-2-16 | update-6-23 | update-10-27 | query-6-9 | update-9-32 | query-4-9 | update-2-68 | update-7-83 | query-2-7 | query-8-9 | query-6-10,273 115 273 63 None None None 237 None 354 None None 420 147 438
54 67 42 3 60 85 46 91 100 19,query-2-10 | update-1-75 | query-5-7 | update-7-9 | query-5-6 | update-4-4 | update-6-60 | update-7-74 | query-4-10 | update-5-46 | update-7-24 | query-1-6 | query-4-9 | update-9-86 | query-10-10,513 None 191 None 145 None None None 551 None None 496 602 None 19
38 6 22 81 73 16 81 24 99 11,query-2-2 | query-1-7 | query-5-9 | update-5-32 | update-2-27 | update-10-70 | update-8-72 | update-10-100 | query-10-10 | update-10-66 | query-4-8 | query-5-10 | query-1-9 | update-10-46 | update-9-49,6 317 293 None None None None None 181 None 379 644 571 None None
41 55 15 83 39 13 36 42 92 26,query-1-5 | update-9-47 | update-7-94 | query-2-10 | update-10-22 | query-7-7 | query-9-10 | query-3-5 | query-8-9 | update-6-94 | update-4-62 | query-6-6 | query-7-10 | query-2-7 | query-2-4,233 None None 542 None 130 187 137 181 None None 107 359 491 215
46 13 71 48 41 32 31 10 25 42,update-5-90 | update-4-74 | update-3-29 | query-10-10 | update-7-27 | query-9-9 | query-7-8 | update-4-10 | update-3-17 | query-6-7 | query-4-10 | query-6-10 | query-3-7 | update-2-78 | query-9-10,None None None 42 None 25 68 None None 90 430 167 470 None 67
11 90 10 63 31 14 86 89 54 78,update-5-82 | query-10-10 | query-8-10 | update-2-98 | update-2-72 | query-9-9 | update-7-26 | update-2-8 | query-10-10 | query-4-8 | update-10-74 | update-5-36 | update-4-72 | update-3-75 | query-9-10,None 78 221 None None 54 None None 78 391 None None None None 206
61 59 45 26 10 54 98 44 7 56,query-1-2 | query-2-4 | query-9-10 | query-3-6 | query-5-8 | query-6-6 | update-2-23 | query-8-9 | update-1-61 | update-9-4 | update-1-27 | query-9-10 | update-1-27 | query-8-9 | query-8-10,120 130 63 135 206 54 None 51 None None None 67 None 55 111
41 75 58 7 11 70 28 59 90 22,update-9-11 | query-10-10 | update-5-57 | update-10-68 | update-8-58 | update-3-6 | query-4-5 | query-4-9 | update-9-86 | update-3-20 | query-10-10 | query-5-5 | query-8-8 | update-10-1 | query-1-4,None 22 None None None None 75 391 None None 90 68 117 None 207
63 27 22 15 82 98 57 60 14 42,update-5-29 | update-6-47 | query-8-8 | query-8-8 | query-1-10 | query-10-10 | query-9-9 | query-2-4 | query-3-7 | query-7-7 | update-10-31 | update-7-43 | update-8-43 | query-3-7 | update-6-51,None None 60 60 556 42 14 64 350 57 None None None 393 None
97 64 1 23 10 61 16 33 22 36,query-9-9 | query-7-7 | query-3-6 | query-6-8 | query-1-4 | update-4-28 | query-1-3 | update-6-66 | update-10-97 | query-2-9 | query-1-6 | update-9-38 | update-4-65 | update-5-77 | update-10-1,22 16 95 110 185 None 162 None None 324 350 None None None None
79 95 98 10 49 35 100 76 65 8,query-8-8 | query-5-9 | query-9-10 | update-10-72 | query-10-10 | update-5-5 | query-3-6 | query-1-10 | update-4-31 | update-4-9 | update-10-36 | update-9-60 | query-10-10 | query-4-8 | update-2-51,76 325 73 None 80 None 197 692 None None None None 116 315 None
8 77 47 33 96 37 76 96 6 38,update-3-26 | query-9-9 | query-9-9 | query-2-4 | update-5-85 | update-9-65 | update-2-54 | query-8-9 | query-2-6 | update-2-46 | update-3-28 | query-4-5 | update-7-33 | update-7-76 | query-2-8,None 6 6 183 None None None 167 455 None None 214 None None 810
36 81 84 71 79 30 56 53 12 59,update-9-20 | update-1-55 | query-1-5 | query-9-10 | query-4-4 | query-4-6 | update-3-67 | query-10-10 | update-3-54 | update-6-88 | query-4-6 | query-2-3 | query-6-9 | query-10-10 | query-6-8,None None 406 91 71 180 None 59 None None 268 286 259 59 227
22 74 47 80 31 93 100 7 72 24,update-9-87 | update-7-42 | query-7-7 | query-6-8 | query-3-9 | update-1-67 | update-9-68 | update-6-20 | update-9-83 | query-3-5 | query-5-8 | update-5-40 | update-2-39 | update-6-19 | update-4-62,None None 142 242 559 None None None None 158 293 None None None None
68 15 35 85 10 65 61 2 64 26,query-8-10 | update-8-76 | query-5-7 | query-7-9 | query-2-2 | update-8-71 | update-6-99 | query-8-10 | update-8-72 | update-2-19 | update-3-88 | query-7-8 | update-6-38 | query-7-10 | update-10-56,92 None 136 203 15 None None 239 None None None 282 None 372 None
25 30 88 68 68 92 21 87 98 98,query-9-10 | update-1-81 | query-7-7 | update-5-37 | update-7-89 | update-6-17 | update-6-12 | update-4-64 | update-3-68 | query-8-10 | query-8-8 | query-5-7 | query-4-4 | update-10-40 | update-6-30,196 None 21 None None None None None None 283 87 336 132 None None
76 77 84 77 69 97 69 8 55 8,query-5-10 | update-4-61 | query-10-10 | query-8-9 | query-4-6 | query-1-9 | query-4-8 | query-10-10 | update-9-71 | query-9-10 | update-9-60 | query-5-10 | query-8-10 | update-4-58 | update-5-5,306 None 8 63 304 673 381 8 None 134 None 437 202 None None
20 75 71 10 20 72 76 51 95 93,query-7-10 | update-3-52 | update-9-65 | query-5-10 | query-8-8 | query-1-8 | query-4-7 | query-2-7 | update-7-16 | query-5-6 | update-10-66 | update-5-8 | query-9-9 | update-5-28 | query-10-10,315 None None 472 51 447 178 376 None 92 None None 160 None 159
38 45 69 38 55 13 56 8 20 14,query-3-4 | update-9-95 | query-9-10 | update-7-81 | query-2-2 | update-9-90 | update-5-66 | query-2-10 | update-9-1 | query-8-8 | update-10-96 | update-2-60 | update-8-65 | update-8-9 | query-2-8,107 None 129 None 45 None None 650 None 8 None None None None 565
66 30 9 43 92 20 74 83 26 65,update-6-61 | update-5-34 | query-9-9 | query-5-7 | query-7-10 | update-8-61 | query-8-10 | update-1-4 | query-3-4 | query-5-10 | query-3-7 | update-4-2 | update-7-6 | update-8-31 | update-9-100,None None 26 281 248 None 235 None 52 516 333 None None None None
52 67 76 10 58 58 4 79 77 84,query-5-10 | query-9-9 | query-8-10 | query-10-10 | update-10-83 | query-8-8 | query-2-6 | query-8-9 | update-6-20 | query-1-10 | query-9-10 | query-7-7 | update-9-96 | update-3-88 | query-10-10,360 77 240 84 None 79 269 156 None 668 244 4 None None 167
9 16 2 23 76 8 74 86 11 64,query-8-9 | query-1-1 | query-1-2 | update-10-74 | query-3-6 | update-4-3 | update-3-49 | query-8-8 | update-1-91 | update-3-97 | query-7-7 | query-9-10 | update-9-67 | query-1-8 | query-3-5,97 9 25 None 109 None None 86 None None 74 149 None 534 250
69 69 82 39 23 91 69 98 28 36,query-2-4 | update-3-14 | update-3-12 | update-6-59 | query-10-10 | update-6-60 | query-2-9 | update-1-83 | query-7-8 | query-5-7 | query-2-8 | query-4-7 | query-1-3 | query-8-8 | query-5-9,190 None None None 36 None 644 None 167 302 616 341 329 98 428
69 35 79 91 26 80 54 6 64 4,update-1-38 | update-7-7 | query-7-7 | query-9-9 | query-9-9 | update-6-63 | update-4-85 | query-7-7 | query-7-7 | query-1-4 | update-10-40 | query-10-10 | query-5-8 | update-10-64 | query-1-3,None None 61 64 64 None None 61 61 397 None 44 236 None 221
77 84 29 93 57 15 21 83 15 32,query-10-10 | query-8-9 | update-7-24 | query-8-10 | query-9-9 | update-3-28 | query-5-7 | update-8-51 | update-7-89 | query-5-8 | query-8-8 | query-4-6 | update-3-28 | update-3-72 | query-3-4,32 98 None 130 15 None 117 None None 340 134 165 None None 250
84 60 26 58 46 32 1 36 30 2,query-7-9 | query-7-10 | update-9-14 | query-1-10 | update-4-62 | query-9-9 | query-7-7 | query-6-7 | query-10-10 | update-1-67 | query-1-6 | query-7-9 | query-5-9 | update-3-30 | query-8-10,67 69 None 389 None 44 1 33 2 None 435 81 159 None 82
43 27 42 67 21 60 68 59 94 99,query-5-5 | query-8-10 | update-10-99 | update-5-75 | update-10-86 | query-3-4 | query-3-8 | query-7-10 | update-7-13 | update-10-93 | query-7-8 | update-10-69 | query-5-6 | update-8-93 | query-9-10,21 252 None None None 109 392 505 None None 140 None 156 None 540
67 53 39 93 42 36 40 26 32 26,query-2-10 | query-10-10 | update-2-27 | update-10-50 | query-1-8 | query-9-9 | update-2-3 | query-1-8 | update-3-91 | update-3-17 | query-2-8 | update-4-55 | update-7-22 | update-10-46 | query-5-6,387 26 None None 423 32 None 426 None None 467 None None None 78
71 85 14 54 48 9 75 87 30 79,update-5-96 | query-8-10 | update-4-70 | update-8-20 | update-5-73 | query-4-6 | update-8-54 | update-4-89 | query-5-6 | update-7-27 | query-8-9 | update-4-72 | update-6-31 | update-4-45 | update-8-51,None 196 None None None 350 None None 226 None 191 None None None None
60 72 64 81 31 14 71 31 34 41,query-3-5 | update-9-93 | update-8-58 | update-3-50 | query-8-9 | update-3-30 | query-3-4 | update-10-62 | query-2-4 | update-8-79 | query-8-10 | query-4-4 | update-6-72 | query-8-9 | update-3-42,176 None None None 216 None 225 None 297 None 398 81 None 295 None
76 85 56 93 22 24 48 36 37 64,query-6-6 | query-7-9 | query-4-8 | update-1-28 | query-10-10 | update-7-44 | update-1-31 | update-6-96 | query-6-6 | query-2-3 | query-10-10 | update-10-72 | query-5-9 | query-10-10 | update-4-87,24 121 223 None 64 None None None 120 141 64 None 307 136 None
35 14 88 16 7 36 100 60 19 48,query-9-10 | query-4-5 | query-5-9 | update-3-57 | update-8-8 | update-8-2 | query-8-10 | query-5-7 | query-1-7 | update-8-18 | update-3-85 | update-6-82 | query-4-6 | query-5-8 | update-4-34,67 23 222 None None None 137 143 353 None None None 141 313 None
18 70 10 14 58 97 52 84 72 83,update-10-35 | update-3-47 | update-6-16 | query-7-9 | update-7-77 | update-10-77 | update-9-29 | query-1-9 | query-4-7 | query-3-5 | update-9-41 | query-6-8 | query-3-10 | update-2-93 | update-8-91,None None None 208 None None None 644 314 129 None 326 792 None None
40 92 57 82 95 100 41 64 28 9,query-4-8 | update-1-96 | query-4-7 | update-1-76 | update-10-55 | query-6-10 | query-6-7 | query-4-9 | query-6-10 | update-4-21 | query-9-9 | update-7-22 | query-5-10 | update-10-73 | query-2-2,382 None 318 None None 297 141 410 297 None 28 None 414 None 92
94 29 33 96 90 87 7 69 21 76,update-8-95 | update-3-38 | update-10-96 | update-5-64 | query-4-7 | update-10-86 | query-10-10 | update-6-73 | query-8-9 | update-10-50 | update-3-97 | update-3-62 | query-5-9 | query-4-7 | update-3-3,None None None None 344 None 258 None 185 None None None 506 417 None
60 49 17 7 29 2 12 79 43 97,query-2-9 | query-10-10 | update-8-39 | query-10-10 | query-9-9 | update-5-95 | query-6-10 | query-1-7 | query-2-10 | query-6-6 | update-6-12 | update-7-100 | update-7-52 | query-8-8 | update-6-45,238 97 None 97 43 None 272 271 469 2 None None None 118 None
78 15 37 42 38 46 9 59 39 97,query-4-9 | update-6-21 | update-4-15 | update-10-5 | query-10-10 | update-5-86 | update-6-31 | query-3-3 | update-2-51 | query-2-6 | query-9-9 | query-6-6 | update-7-52 | query-8-10 | update-2-14,233 None None None 102 None None 37 None 382 39 98 None 200 None
53 34 26 50 66 70 59 30 12 76,update-3-5 | update-7-55 | update-5-43 | query-7-10 | update-4-56 | query-6-10 | update-9-59 | query-9-10 | query-4-6 | update-2-41 | update-7-64 | update-10-47 | query-8-9 | query-4-10 | query-7-8,None None None 232 None 302 None 147 285 None None None 101 687 208
2 2 6 83 23 55 84 53 39 79,update-8-2 | query-10-10 | query-5-8 | update-3-16 | update-8-25 | query-2-4 | update-5-16 | update-2-90 | query-3-10 | query-9-9 | query-5-5 | update-7-1 | query-7-10 | update-10-34 | update-1-49,None 79 217 None None 107 None None 481 39 39 None 283 None None
75 53 77 24 56 56 14 95 5 31,query-7-7 | query-5-5 | query-9-9 | update-8-36 | query-1-3 | update-2-89 | query-3-10 | query-10-10 | update-8-34 | update-9-27 | update-2-66 | update-6-54 | update-7-77 | query-5-6 | query-10-10,14 56 5 None 205 None 394 31 None None None None None 166 31
73 41 78 9 46 15 95 25 96 66,update-1-90 | update-4-79 | query-5-6 | update-8-80 | query-4-5 | update-6-34 | query-9-9 | query-1-2 | query-3-7 | update-1-28 | query-4-8 | update-10-81 | query-9-10 | query-8-8 | query-5-6,None None 61 None 134 None 96 204 356 None 383 None 243 105 95
78 47 39 7 5 4 94 2 25 88,query-8-8 | query-9-10 | update-4-56 | query-5-10 | query-9-9 | query-1-1 | update-7-52 | query-5-8 | update-2-97 | query-7-10 | update-5-36 | query-10-10 | update-8-55 | update-4-97 | query-3-6,2 113 None 218 25 78 None 157 None 261 None 88 None None 244
8 3 64 100 73 67 95 22 6 98,query-7-10 | query-5-8 | query-7-9 | update-4-9 | update-6-31 | query-7-10 | query-10-10 | query-6-9 | query-7-8 | update-9-65 | update-10-87 | update-4-16 | update-10-80 | update-2-94 | update-7-10,221 257 123 None None 221 98 221 117 None None None None None None
68 96 44 9 54 75 15 79 10 42,query-9-10 | update-9-100 | query-2-8 | update-1-26 | update-4-81 | query-3-4 | update-1-38 | update-6-55 | update-5-73 | query-9-10 | query-6-9 | update-8-91 | update-6-12 | query-6-10 | update-1-34,52 None 372 None None 134 None None None 152 334 None None 479 None
90 58 48 34 57 27 70 48 17 85,update-4-58 | query-6-10 | query-6-10 | update-3-37 | query-8-10 | update-9-83 | query-6-10 | query-2-7 | query-9-9 | query-5-8 | query-6-8 | query-3-7 | update-8-40 | query-2-7 | query-7-9,None 247 247 None 150 None 330 389 100 202 145 331 None 389 258
97 36 41 73 11 45 66 66 80 47,update-3-4 | update-7-52 | update-7-33 | update-5-9 | query-4-7 | query-4-9 | query-4-5 | update-2-51 | update-2-93 | query-3-6 | query-3-9 | update-1-92 | query-10-10 | query-3-7 | update-2-7,None None None None 289 435 93 None None 183 480 None 47 334 None
37 10 42 81 69 21 10 95 22 32,update-8-50 | update-10-56 | update-3-26 | query-1-10 | query-3-10 | update-10-59 | query-1-4 | update-8-12 | query-2-9 | update-8-37 | query-6-6 | update-8-25 | query-6-6 | update-5-60 | update-5-5,None None None 551 504 None 196 None 438 None 21 None 21 None None
100 60 88 58 38 1 20 30 65 16,query-2-6 | update-8-47 | query-10-10 | update-1-90 | update-7-29 | update-1-97 | update-1-61 | query-2-4 | update-1-50 | update-9-92 | query-2-9 | query-1-1 | update-4-76 | query-10-10 | query-8-10,245 None 16 None None None None 206 None None 528 398 None 16 250
99 32 41 43 91 26 24 64 33 50,query-3-9 | query-9-10 | update-9-47 | query-3-6 | update-5-2 | query-9-9 | update-2-19 | update-7-27 | update-1-14 | update-10-94 | query-7-8 | update-6-80 | query-9-9 | query-9-10 | query-8-9,322 83 None 201 None 80 None None None None 115 None 80 224 144
83 82 6 29 64 41 70 17 4 34,update-2-4 | update-5-79 | update-4-73 | update-9-93 | query-9-9 | query-4-10 | update-5-38 | query-6-9 | update-3-58 | update-2-15 | query-4-5 | query-4-9 | query-1-8 | update-8-78 | update-10-73,None None None None 97 504 None 225 None None 283 508 659 None None
44 2 11 89 33 36 30 38 42 95,update-7-19 | update-6-71 | update-8-54 | update-3-51 | update-4-18 | update-4-95 | update-3-73 | query-7-9 | query-3-7 | update-3-22 | update-6-36 | update-9-43 | update-9-22 | update-10-100 | update-5-3,None None None None None None None 183 526 None None None None None None
66 36 71 77 89 13 97 54 11 76,update-8-28 | update-1-16 | query-8-9 | update-9-8 | query-3-7 | query-9-10 | update-3-6 | update-10-39 | update-8-77 | query-4-7 | update-9-27 | update-8-20 | query-7-9 | update-6-31 | update-5-31,None None 93 None 347 95 None None None 276 None None 322 None None
41 56 25 50 12 72 46 75 96 43,update-3-32 | query-8-8 | update-3-1 | query-2-3 | query-7-8 | update-3-10 | query-2-10 | query-1-3 | query-9-9 | query-10-10 | update-3-69 | update-10-83 | update-8-17 | query-7-10 | update-1-14,None 75 None 114 121 None 518 165 96 43 None None None 360 None
88 76 92 93 90 35 67 35 91 41,update-5-7 | query-1-1 | query-7-8 | query-9-10 | query-1-10 | query-5-5 | update-8-83 | update-9-46 | query-7-10 | query-2-10 | update-2-43 | update-9-13 | query-4-7 | update-10-38 | query-7-7,None 88 102 132 715 97 None None 363 756 None None 292 None 67
61 34 68 73 69 14 9 61 31 81,query-10-10 | update-4-46 | update-1-58 | query-6-8 | query-7-7 | update-8-16 | query-3-3 | query-4-5 | query-4-8 | update-8-36 | query-2-5 | query-7-8 | query-9-9 | query-9-10 | update-2-100,81 None None 84 9 None 68 188 288 None 290 122 31 112 None
48 58 2 64 86 28 11 15 46 64,update-6-49 | update-1-48 | update-6-50 | update-10-14 | query-2-3 | query-2-2 | query-7-9 | update-8-20 | update-4-2 | query-6-7 | query-6-8 | query-7-7 | query-2-5 | query-4-7 | update-4-21,None None None None 60 58 72 None None 138 173 11 212 290 None
58 99 68 99 91 57 64 62 52 76,query-5-6 | update-9-19 | update-1-73 | update-8-63 | query-5-9 | query-1-10 | update-1-52 | update-10-50 | update-5-78 | query-7-10 | query-1-7 | query-2-3 | update-1-14 | query-4-8 | query-9-9,148 None None None 408 881 None None None 386 739 167 None 514 71
93 83 2 45 60 18 64 22 25 5,query-10-10 | query-1-1 | update-7-20 | query-1-8 | update-10-11 | update-2-63 | update-1-44 | query-2-4 | update-1-78 | query-1-8 | query-1-3 | update-7-17 | update-1-7 | update-10-1 | query-3-10,5 93 None 407 None None None 193 None 592 363 None None None 290
59 81 16 85 62 70 65 4 60 80,update-3-32 | update-10-58 | update-6-84 | query-10-10 | query-8-9 | query-4-4 | query-9-10 | update-7-32 | query-10-10 | update-1-42 | query-7-9 | update-2-12 | update-2-50 | update-3-27 | update-1-11,None None None 138 64 85 198 None 138 None 161 None None None None
69 64 8 22 14 47 84 72 52 15,query-9-9 | update-6-24 | update-9-54 | query-8-9 | query-3-8 | query-4-10 | update-5-52 | query-4-8 | update-10-85 | update-4-38 | query-8-8 | query-10-10 | update-7-1 | update-7-79 | update-3-93,52 None None 178 271 384 None 315 None None 72 100 None None None
88 79 24 79 34 47 81 53 27 61,update-9-32 | query-3-7 | update-6-8 | query-6-8 | update-5-99 | update-8-14 | query-6-6 | update-5-69 | update-7-17 | query-8-8 | query-5-6 | update-1-67 | update-5-54 | query-4-9 | query-10-10,None 265 None 189 None None 55 None None 67 257 None None 614 61
85 92 88 10 7 42 71 4 18 59,update-3-59 | query-4-5 | update-4-6 | update-9-31 | update-7-32 | update-10-83 | update-2-28 | query-3-3 | update-8-66 | update-8-66 | query-1-9 | query-6-10 | update-8-84 | update-2-9 | update-6-98,None 17 None None None None None 147 None None 705 472 None None None
43 1 86 41 47 34 89 69 32 26,query-5-5 | query-8-9 | query-6-8 | update-9-50 | query-5-6 | query-9-10 | update-3-31 | query-9-9 | update-6-20 | update-5-65 | query-9-10 | query-2-8 | update-4-27 | update-5-49 | update-4-19,47 101 192 None 81 108 None 82 None None 108 483 None None None
98 31 22 17 24 34 33 79 64 17,update-5-96 | update-2-3 | update-6-44 | update-3-57 | query-10-10 | update-7-22 | update-6-14 | update-6-94 | query-3-9 | update-10-92 | query-8-9 | query-10-10 | update-8-88 | query-8-10 | query-3-4,None None None None 17 None None None 600 None 143 109 None 340 96
99 22 47 87 53 31 84 95 17 61,query-6-10 | query-8-8 | update-2-95 | update-4-56 | update-3-65 | update-7-94 | update-6-77 | update-8-66 | query-8-8 | query-1-6 | update-10-18 | query-3-10 | query-7-8 | update-3-16 | query-2-7,288 95 None None None None None None 161 632 None 851 339 None 727
40 16 37 3 25 59 61 94 33 13,query-9-10 | query-8-8 | update-3-37 | query-6-10 | update-3-26 | query-9-10 | query-2-5 | update-7-44 | query-9-9 | update-5-10 | update-4-51 | update-1-13 | query-10-10 | query-10-10 | query-2-3,46 94 None 260 None 46 144 None 33 None None None 13 13 116
26 55 12 64 99 75 68 1 28 55,query-9-9 | query-10-10 | update-7-47 | update-8-3 | query-9-9 | query-4-10 | update-3-57 | update-2-13 | query-10-10 | query-1-1 | query-9-9 | query-7-7 | update-4-70 | update-3-40 | update-7-39,28 55 None None 28 440 None None 55 26 28 115 None None None
92 41 46 32 24 12 51 67 65 59,update-4-77 | query-6-8 | update-3-28 | query-2-9 | update-5-18 | update-9-29 | update-7-53 | update-6-91 | query-10-10 | query-10-10 | query-5-6 | update-8-41 | query-6-6 | query-8-8 | query-10-10,None 130 None 443 None None None None 59 59 145 None 103 108 59
36 3 39 73 71 11 70 79 74 26,query-7-8 | query-6-7 | update-5-64 | query-10-10 | query-3-3 | update-9-86 | query-7-8 | update-8-84 | update-7-34 | update-9-21 | query-5-9 | update-1-2 | update-4-76 | update-7-30 | query-3-7,149 81 None 26 39 None 149 None None None 594 None None None 468
17 57 87 95 94 83 35 82 64 32,update-6-94 | update-6-57 | query-4-6 | query-10-10 | update-6-90 | query-1-6 | query-5-8 | query-3-10 | update-6-5 | query-7-8 | update-2-99 | update-8-50 | update-5-94 | update-7-47 | update-8-16,None None 423 32 None 674 535 813 None 117 None None None None None
78 27 63 39 44 19 57 65 26 40,update-8-90 | update-2-28 | query-7-9 | query-1-7 | query-4-7 | query-9-10 | update-5-11 | query-3-6 | query-9-9 | query-4-7 | update-10-17 | update-2-96 | query-5-5 | query-6-9 | update-3-43,None None 238 355 159 66 None 176 26 170 None None 55 257 None
15 98 54 86 96 94 13 35 63 58,query-3-6 | update-3-6 | update-1-51 | update-5-78 | query-10-10 | query-8-9 | query-4-4 | query-4-9 | update-4-84 | query-1-1 | query-4-8 | update-10-76 | update-5-41 | query-5-9 | update-9-92,330 None None None 58 98 86 465 None 66 486 None None 420 None
26 94 4 58 72 67 35 15 17 86,update-4-98 | query-10-10 | update-2-42 | update-6-71 | update-9-56 | query-1-4 | query-1-3 | query-5-9 | update-4-41 | query-7-8 | query-1-8 | query-2-10 | query-2-4 | update-10-16 | query-2-5,None 86 None None None 322 166 333 None 50 623 756 337 None 409
95 50 85 86 15 91 26 98 40 36,query-8-10 | query-6-10 | update-3-84 | query-8-10 | update-8-76 | query-5-8 | query-8-10 | query-1-4 | query-4-7 | update-6-95 | query-1-6 | update-1-77 | query-7-7 | update-7-61 | query-6-7,174 291 None 174 None 306 250 400 218 None 601 None 26 None 273
27 70 21 35 32 85 53 11 71 90,query-1-6 | query-6-6 | query-9-9 | update-5-86 | update-9-70 | query-2-3 | update-10-98 | update-6-18 | query-5-6 | query-1-2 | update-9-76 | update-5-16 | query-7-9 | update-4-59 | update-3-82,270 85 71 None None 91 None None 221 97 None None 281 None None
74 65 57 83 48 92 78 4 27 80,query-5-5 | query-10-10 | update-1-88 | update-9-72 | query-1-3 | query-8-9 | update-6-34 | query-4-6 | update-7-11 | update-5-58 | query-2-3 | query-7-10 | query-2-5 | update-3-60 | query-7-8,48 80 None None 284 103 None 257 None None 122 272 311 None 93
