nodes,edges,start_node,distances,intermediate_steps
10,9-7-28 7-9-28 1-7-81 7-1-81 7-8-82 8-7-82 9-5-58 5-9-58 2-5-74 5-2-74 8-9-49 9-8-49 3-2-62 2-3-62 0-9-84 9-0-84 3-9-62 9-3-62 2-7-37 7-2-37 9-4-1 4-9-1 7-5-13 5-7-13 3-8-26 8-3-26 3-6-12 6-3-12 8-5-91 5-8-91,6,158 183 74 12 75 115 0 102 38 74,6-0 | 3-12 | 8-38 | 2-74 | 9-74 | 4-75 | 7-102 | 5-115 | 0-158 | 1-183
10,1-9-88 9-1-88 0-6-40 6-0-40 7-8-17 8-7-17 5-1-96 1-5-96 6-3-43 3-6-43 3-6-53 6-3-53 4-3-19 3-4-19 3-5-73 5-3-73 7-8-9 8-7-9 1-0-55 0-1-55 0-5-21 5-0-21 0-5-46 5-0-46 5-1-85 1-5-85 3-1-94 1-3-94 3-2-26 2-3-26,8,inf inf inf inf inf inf inf 9 0 inf,8-0 | 7-9
10,0-9-28 9-0-28 9-6-6 6-9-6 1-8-2 8-1-2 1-4-87 4-1-87 1-4-11 4-1-11 0-5-82 5-0-82 4-9-1 9-4-1 7-8-75 8-7-75 4-5-20 5-4-20 5-9-73 9-5-73 3-5-56 5-3-56 8-1-60 1-8-60 9-4-79 4-9-79 5-7-45 7-5-45 5-6-70 6-5-70,9,28 12 inf 77 1 21 6 66 14 0,9-0 | 4-1 | 6-6 | 1-12 | 8-14 | 5-21 | 0-28 | 7-66 | 3-77
10,6-3-24 3-6-24 3-9-54 9-3-54 7-6-7 6-7-7 6-0-86 0-6-86 9-1-96 1-9-96 2-5-69 5-2-69 4-7-26 7-4-26 1-3-7 3-1-7 0-7-90 7-0-90 2-7-41 7-2-41 0-4-36 4-0-36 4-9-23 9-4-23 5-7-66 7-5-66 8-6-52 6-8-52 7-0-53 0-7-53,2,94 79 0 72 67 69 48 41 100 90,2-0 | 7-41 | 6-48 | 4-67 | 5-69 | 3-72 | 1-79 | 9-90 | 0-94 | 8-100
10,5-6-10 6-5-10 2-1-43 1-2-43 8-4-76 4-8-76 0-9-52 9-0-52 3-0-39 0-3-39 6-5-60 5-6-60 2-5-66 5-2-66 8-5-8 5-8-8 0-4-47 4-0-47 0-2-60 2-0-60 2-8-85 8-2-85 6-0-32 0-6-32 8-9-93 9-8-93 5-2-31 2-5-31 1-6-39 6-1-39,4,47 118 107 86 0 84 79 inf 76 99,4-0 | 0-47 | 8-76 | 6-79 | 5-84 | 3-86 | 9-99 | 2-107 | 1-118
10,9-6-26 6-9-26 3-9-14 9-3-14 6-3-19 3-6-19 3-8-66 8-3-66 8-0-71 0-8-71 9-3-78 3-9-78 1-5-26 5-1-26 8-5-9 5-8-9 7-6-51 6-7-51 1-7-45 7-1-45 0-3-91 3-0-91 3-9-71 9-3-71 2-7-54 7-2-54 7-8-22 8-7-22 1-5-34 5-1-34,2,147 99 0 124 inf 85 105 54 76 131,2-0 | 7-54 | 8-76 | 5-85 | 1-99 | 6-105 | 3-124 | 9-131 | 0-147
10,7-3-47 3-7-47 3-8-47 8-3-47 6-8-75 8-6-75 8-9-18 9-8-18 2-8-18 8-2-18 4-3-83 3-4-83 1-5-39 5-1-39 5-0-56 0-5-56 4-5-71 5-4-71 7-6-83 6-7-83 5-9-54 9-5-54 5-8-63 8-5-63 6-0-80 0-6-80 7-0-75 0-7-75 3-5-74 5-3-74,5,56 39 81 74 71 0 136 121 63 54,5-0 | 1-39 | 9-54 | 0-56 | 8-63 | 4-71 | 3-74 | 2-81 | 7-121 | 6-136
10,4-7-54 7-4-54 1-4-83 4-1-83 2-5-29 5-2-29 1-2-94 2-1-94 7-0-77 0-7-77 2-9-89 9-2-89 9-8-49 8-9-49 1-5-4 5-1-4 2-4-13 4-2-13 2-0-33 0-2-33 0-3-41 3-0-41 6-2-60 2-6-60 4-1-81 1-4-81 9-5-11 5-9-11 4-5-12 5-4-12,5,58 4 25 99 12 0 85 66 60 11,5-0 | 1-4 | 9-11 | 4-12 | 2-25 | 0-58 | 8-60 | 7-66 | 6-85 | 3-99
10,1-4-35 4-1-35 1-4-20 4-1-20 1-7-79 7-1-79 3-2-84 2-3-84 7-4-36 4-7-36 4-9-74 9-4-74 5-9-46 9-5-46 5-7-40 7-5-40 3-6-32 6-3-32 3-6-7 6-3-7 3-6-4 6-3-4 1-8-62 8-1-62 7-8-66 8-7-66 8-5-11 5-8-11 8-3-63 3-8-63,9,inf 94 204 120 74 46 124 86 57 0,9-0 | 5-46 | 8-57 | 4-74 | 7-86 | 1-94 | 3-120 | 6-124 | 2-204
10,0-9-82 9-0-82 7-9-13 9-7-13 3-6-52 6-3-52 7-6-8 6-7-8 4-9-98 9-4-98 0-1-73 1-0-73 4-1-93 1-4-93 8-9-11 9-8-11 8-4-31 4-8-31 7-4-33 4-7-33 0-3-44 3-0-44 9-5-82 5-9-82 4-8-63 8-4-63 9-4-12 4-9-12 0-7-17 7-0-17,6,25 98 inf 52 33 103 0 8 32 21,6-0 | 7-8 | 9-21 | 0-25 | 8-32 | 4-33 | 3-52 | 1-98 | 5-103
10,6-4-89 4-6-89 5-7-8 7-5-8 3-1-87 1-3-87 1-9-67 9-1-67 4-5-42 5-4-42 6-5-49 5-6-49 0-8-26 8-0-26 7-9-48 9-7-48 0-2-36 2-0-36 4-6-34 6-4-34 1-0-69 0-1-69 5-3-76 3-5-76 2-3-40 3-2-40 6-8-3 8-6-3 2-5-95 5-2-95,5,78 123 95 76 42 0 49 8 52 56,5-0 | 7-8 | 4-42 | 6-49 | 8-52 | 9-56 | 3-76 | 0-78 | 2-95 | 1-123
10,6-9-98 9-6-98 6-1-7 1-6-7 8-3-88 3-8-88 2-7-4 7-2-4 2-8-10 8-2-10 3-8-14 8-3-14 2-8-89 8-2-89 0-4-65 4-0-65 3-1-89 1-3-89 9-8-9 8-9-9 6-9-98 9-6-98 4-9-46 9-4-46 8-3-57 3-8-57 5-7-33 7-5-33 4-8-95 8-4-95,4,65 151 65 69 0 102 144 69 55 46,4-0 | 9-46 | 8-55 | 0-65 | 2-65 | 3-69 | 7-69 | 5-102 | 6-144 | 1-151
10,9-0-90 0-9-90 2-0-89 0-2-89 2-7-17 7-2-17 6-1-29 1-6-29 2-6-39 6-2-39 0-7-8 7-0-8 1-9-9 9-1-9 3-9-3 9-3-3 2-8-18 8-2-18 6-5-6 5-6-6 8-6-91 6-8-91 2-3-37 3-2-37 1-8-66 8-1-66 6-0-55 0-6-55 7-8-82 8-7-82,3,62 12 37 0 inf 47 41 54 55 3,3-0 | 9-3 | 1-12 | 2-37 | 6-41 | 5-47 | 7-54 | 8-55 | 0-62
10,2-9-1 9-2-1 4-8-43 8-4-43 5-6-26 6-5-26 8-0-6 0-8-6 6-8-40 8-6-40 4-7-58 7-4-58 3-7-64 7-3-64 8-1-19 1-8-19 8-0-34 0-8-34 9-7-33 7-9-33 3-0-25 0-3-25 1-3-94 3-1-94 9-3-24 3-9-24 2-7-11 7-2-11 5-0-42 0-5-42,8,6 19 56 31 43 48 40 67 0 55,8-0 | 0-6 | 1-19 | 3-31 | 6-40 | 4-43 | 5-48 | 9-55 | 2-56 | 7-67
10,1-5-71 5-1-71 5-7-4 7-5-4 7-9-12 9-7-12 2-7-5 7-2-5 9-1-85 1-9-85 8-0-34 0-8-34 4-3-6 3-4-6 0-2-86 2-0-86 8-1-96 1-8-96 3-2-18 2-3-18 6-2-32 2-6-32 9-6-10 6-9-10 4-5-42 5-4-42 6-2-90 2-6-90 8-7-91 7-8-91,4,110 104 24 6 0 33 51 29 120 41,4-0 | 3-6 | 2-24 | 7-29 | 5-33 | 9-41 | 6-51 | 1-104 | 0-110 | 8-120
10,6-0-60 0-6-60 3-4-100 4-3-100 8-9-46 9-8-46 9-3-23 3-9-23 7-3-60 3-7-60 4-2-72 2-4-72 7-0-57 0-7-57 4-6-22 6-4-22 0-4-81 4-0-81 6-0-78 0-6-78 6-2-95 2-6-95 1-5-92 5-1-92 1-2-86 2-1-86 7-9-32 9-7-32 0-5-46 5-0-46,6,60 180 94 122 22 106 0 117 191 145,6-0 | 4-22 | 0-60 | 2-94 | 5-106 | 7-117 | 3-122 | 9-145 | 1-180 | 8-191
10,9-5-8 5-9-8 0-7-47 7-0-47 5-4-5 4-5-5 8-1-97 1-8-97 8-5-7 5-8-7 1-7-46 7-1-46 8-5-8 5-8-8 9-1-90 1-9-90 7-3-17 3-7-17 4-6-95 6-4-95 2-0-36 0-2-36 0-6-89 6-0-89 9-1-74 1-9-74 0-3-37 3-0-37 6-9-92 9-6-92,3,37 63 73 0 150 145 126 17 152 137,3-0 | 7-17 | 0-37 | 1-63 | 2-73 | 6-126 | 9-137 | 5-145 | 4-150 | 8-152
10,9-2-74 2-9-74 5-9-17 9-5-17 7-6-49 6-7-49 0-5-58 5-0-58 9-7-39 7-9-39 9-5-62 5-9-62 9-3-42 3-9-42 7-2-16 2-7-16 4-9-47 9-4-47 7-8-79 8-7-79 6-8-96 8-6-96 6-7-16 7-6-16 6-4-72 4-6-72 5-6-34 6-5-34 2-5-15 5-2-15,1,inf 0 inf inf inf inf inf inf inf inf,1-0
10,2-3-77 3-2-77 5-0-74 0-5-74 6-3-22 3-6-22 6-3-28 3-6-28 1-7-61 7-1-61 0-3-30 3-0-30 9-3-73 3-9-73 2-6-78 6-2-78 2-9-76 9-2-76 1-3-20 3-1-20 4-3-79 3-4-79 5-6-66 6-5-66 6-2-8 2-6-8 5-7-29 7-5-29 4-8-73 8-4-73,0,0 50 60 30 109 74 52 103 182 103,0-0 | 3-30 | 1-50 | 6-52 | 2-60 | 5-74 | 7-103 | 9-103 | 4-109 | 8-182
10,7-8-33 8-7-33 0-8-45 8-0-45 6-2-47 2-6-47 8-6-48 6-8-48 0-1-95 1-0-95 8-1-95 1-8-95 4-8-81 8-4-81 2-0-73 0-2-73 5-1-34 1-5-34 2-8-100 8-2-100 8-6-77 6-8-77 3-7-6 7-3-6 7-1-5 1-7-5 0-2-25 2-0-25 2-6-92 6-2-92,7,78 5 103 6 114 39 81 0 33 inf,7-0 | 1-5 | 3-6 | 8-33 | 5-39 | 0-78 | 6-81 | 2-103 | 4-114
10,1-0-28 0-1-28 9-1-53 1-9-53 5-9-21 9-5-21 5-6-86 6-5-86 2-5-91 5-2-91 0-9-48 9-0-48 1-0-54 0-1-54 2-7-46 7-2-46 2-6-25 6-2-25 4-1-46 1-4-46 0-7-47 7-0-47 2-0-76 0-2-76 4-6-20 6-4-20 1-6-7 6-1-7 4-2-97 2-4-97,8,inf inf inf inf inf inf inf inf 0 inf,8-0
10,6-8-36 8-6-36 6-1-1 1-6-1 5-4-56 4-5-56 6-5-1 5-6-1 4-5-53 5-4-53 9-8-26 8-9-26 5-6-100 6-5-100 5-1-76 1-5-76 4-1-58 1-4-58 9-3-98 3-9-98 3-5-42 5-3-42 7-6-62 6-7-62 3-1-74 1-3-74 1-2-72 2-1-72 3-2-60 2-3-60,3,inf 44 60 0 95 42 43 105 79 98,3-0 | 5-42 | 6-43 | 1-44 | 2-60 | 8-79 | 4-95 | 9-98 | 7-105
10,7-3-37 3-7-37 9-7-92 7-9-92 9-8-79 8-9-79 2-7-24 7-2-24 1-9-65 9-1-65 4-7-16 7-4-16 1-8-36 8-1-36 9-3-57 3-9-57 7-4-57 4-7-57 2-9-46 9-2-46 4-3-19 3-4-19 6-4-94 4-6-94 2-0-74 0-2-74 4-9-11 9-4-11 8-9-24 9-8-24,4,114 71 40 19 0 inf 94 16 35 11,4-0 | 9-11 | 7-16 | 3-19 | 8-35 | 2-40 | 1-71 | 6-94 | 0-114
10,6-2-82 2-6-82 5-7-44 7-5-44 9-1-26 1-9-26 2-3-55 3-2-55 8-3-13 3-8-13 4-5-18 5-4-18 2-7-31 7-2-31 8-0-13 0-8-13 4-1-75 1-4-75 8-2-31 2-8-31 9-7-49 7-9-49 5-4-80 4-5-80 8-9-18 9-8-18 4-6-39 6-4-39 7-5-32 5-7-32,5,107 93 63 107 18 0 57 32 94 81,5-0 | 4-18 | 7-32 | 6-57 | 2-63 | 9-81 | 1-93 | 8-94 | 0-107 | 3-107
10,1-4-70 4-1-70 2-3-51 3-2-51 8-6-97 6-8-97 3-9-31 9-3-31 3-7-98 7-3-98 9-8-94 8-9-94 5-6-51 6-5-51 8-0-40 0-8-40 2-8-38 8-2-38 6-4-38 4-6-38 1-3-50 3-1-50 6-9-29 9-6-29 0-5-98 5-0-98 7-2-27 2-7-27 6-3-78 3-6-78,9,134 81 82 31 67 80 29 109 94 0,9-0 | 6-29 | 3-31 | 4-67 | 5-80 | 1-81 | 2-82 | 8-94 | 7-109 | 0-134
10,6-8-76 8-6-76 7-8-83 8-7-83 3-7-64 7-3-64 1-6-63 6-1-63 4-0-1 0-4-1 4-5-72 5-4-72 4-1-1 1-4-1 6-5-56 5-6-56 4-2-54 2-4-54 1-3-20 3-1-20 3-9-92 9-3-92 1-0-18 0-1-18 4-8-73 8-4-73 5-2-5 2-5-5 1-2-18 2-1-18,1,2 0 18 20 1 23 63 84 74 112,1-0 | 4-1 | 0-2 | 2-18 | 3-20 | 5-23 | 6-63 | 8-74 | 7-84 | 9-112
10,8-1-97 1-8-97 1-7-11 7-1-11 1-2-85 2-1-85 8-3-4 3-8-4 6-3-76 3-6-76 1-8-27 8-1-27 7-3-37 3-7-37 2-6-78 6-2-78 1-9-16 9-1-16 9-4-16 4-9-16 2-3-10 3-2-10 1-0-64 0-1-64 9-1-61 1-9-61 5-4-65 4-5-65 0-8-92 8-0-92,3,95 31 10 0 63 128 76 37 4 47,3-0 | 8-4 | 2-10 | 1-31 | 7-37 | 9-47 | 4-63 | 6-76 | 0-95 | 5-128
10,9-1-71 1-9-71 7-0-78 0-7-78 7-6-42 6-7-42 6-1-26 1-6-26 1-5-31 5-1-31 8-0-22 0-8-22 1-8-88 8-1-88 3-0-23 0-3-23 0-6-79 6-0-79 6-3-52 3-6-52 9-7-47 7-9-47 5-9-67 9-5-67 3-8-30 8-3-30 9-1-98 1-9-98 9-6-34 6-9-34,9,109 60 inf 86 inf 67 34 47 116 0,9-0 | 6-34 | 7-47 | 1-60 | 5-67 | 3-86 | 0-109 | 8-116
10,2-1-33 1-2-33 9-6-75 6-9-75 1-6-39 6-1-39 7-2-63 2-7-63 3-2-28 2-3-28 8-3-35 3-8-35 3-5-64 5-3-64 9-4-65 4-9-65 2-5-40 5-2-40 1-9-97 9-1-97 2-4-82 4-2-82 7-0-77 0-7-77 5-4-67 4-5-67 8-7-30 7-8-30 4-9-97 9-4-97,5,180 73 40 64 67 0 112 103 99 132,5-0 | 2-40 | 3-64 | 4-67 | 1-73 | 8-99 | 7-103 | 6-112 | 9-132 | 0-180
10,2-8-11 8-2-11 5-9-4 9-5-4 3-6-49 6-3-49 7-5-7 5-7-7 8-3-84 3-8-84 1-5-27 5-1-27 0-8-32 8-0-32 8-9-93 9-8-93 0-3-81 3-0-81 8-9-53 9-8-53 1-9-57 9-1-57 5-3-20 3-5-20 4-8-41 8-4-41 3-6-90 6-3-90 9-6-79 6-9-79,5,89 27 68 20 98 0 69 7 57 4,5-0 | 9-4 | 7-7 | 3-20 | 1-27 | 8-57 | 2-68 | 6-69 | 0-89 | 4-98
10,5-2-98 2-5-98 0-9-61 9-0-61 7-4-93 4-7-93 5-0-21 0-5-21 6-4-36 4-6-36 5-9-3 9-5-3 1-7-25 7-1-25 3-9-44 9-3-44 5-0-51 0-5-51 0-3-86 3-0-86 9-2-28 2-9-28 6-5-17 5-6-17 6-4-10 4-6-10 4-5-24 5-4-24 6-4-7 4-6-7,0,0 163 52 68 45 21 38 138 inf 24,0-0 | 5-21 | 9-24 | 6-38 | 4-45 | 2-52 | 3-68 | 7-138 | 1-163
10,1-6-6 6-1-6 0-7-71 7-0-71 1-3-50 3-1-50 9-3-27 3-9-27 8-7-85 7-8-85 7-2-77 2-7-77 2-6-90 6-2-90 1-6-95 6-1-95 4-1-54 1-4-54 7-5-16 5-7-16 2-7-74 7-2-74 0-2-61 2-0-61 4-1-32 1-4-32 5-4-97 4-5-97 0-2-8 2-0-8,3,154 50 146 0 82 179 56 195 280 27,3-0 | 9-27 | 1-50 | 6-56 | 4-82 | 2-146 | 0-154 | 5-179 | 7-195 | 8-280
10,2-6-83 6-2-83 2-5-70 5-2-70 2-5-89 5-2-89 2-3-34 3-2-34 4-7-99 7-4-99 3-0-11 0-3-11 9-2-82 2-9-82 0-9-81 9-0-81 6-1-69 1-6-69 9-0-61 0-9-61 1-8-70 8-1-70 6-1-44 1-6-44 3-4-62 4-3-62 6-3-3 3-6-3 6-1-50 1-6-50,6,14 44 37 3 65 107 0 164 114 75,6-0 | 3-3 | 0-14 | 2-37 | 1-44 | 4-65 | 9-75 | 5-107 | 8-114 | 7-164
10,3-1-48 1-3-48 3-1-99 1-3-99 3-8-50 8-3-50 2-8-36 8-2-36 8-9-41 9-8-41 5-2-9 2-5-9 1-9-36 9-1-36 4-2-64 2-4-64 3-7-99 7-3-99 1-2-56 2-1-56 5-8-41 8-5-41 9-4-88 4-9-88 1-2-93 2-1-93 2-1-52 1-2-52 6-1-58 1-6-58,6,inf 58 110 106 174 119 0 205 135 94,6-0 | 1-58 | 9-94 | 3-106 | 2-110 | 5-119 | 8-135 | 4-174 | 7-205
10,1-9-11 9-1-11 8-2-92 2-8-92 7-3-75 3-7-75 8-9-46 9-8-46 1-0-24 0-1-24 8-1-66 1-8-66 7-0-5 0-7-5 3-6-33 6-3-33 3-4-82 4-3-82 8-0-42 0-8-42 6-9-42 9-6-42 0-9-91 9-0-91 3-8-34 8-3-34 4-8-8 8-4-8 1-8-40 8-1-40,4,50 48 100 42 0 inf 75 55 8 54,4-0 | 8-8 | 3-42 | 1-48 | 0-50 | 9-54 | 7-55 | 6-75 | 2-100
10,7-5-43 5-7-43 6-4-88 4-6-88 7-9-34 9-7-34 2-1-5 1-2-5 3-7-80 7-3-80 8-9-100 9-8-100 1-7-56 7-1-56 7-5-2 5-7-2 4-5-50 5-4-50 4-5-87 5-4-87 8-6-55 6-8-55 1-0-23 0-1-23 7-5-60 5-7-60 0-7-6 7-0-6 6-1-16 1-6-16,0,0 23 28 86 58 8 39 6 94 40,0-0 | 7-6 | 5-8 | 1-23 | 2-28 | 6-39 | 9-40 | 4-58 | 3-86 | 8-94
10,6-8-89 8-6-89 5-1-78 1-5-78 7-0-95 0-7-95 2-7-14 7-2-14 5-0-23 0-5-23 2-3-21 3-2-21 3-0-98 0-3-98 2-0-49 0-2-49 6-9-25 9-6-25 9-0-21 0-9-21 7-1-87 1-7-87 5-8-57 8-5-57 6-3-83 3-6-83 0-4-90 4-0-90 0-7-29 7-0-29,6,46 147 89 83 136 69 0 75 89 25,6-0 | 9-25 | 0-46 | 5-69 | 7-75 | 3-83 | 2-89 | 8-89 | 4-136 | 1-147
10,3-8-58 8-3-58 6-3-76 3-6-76 8-3-89 3-8-89 1-6-87 6-1-87 0-5-3 5-0-3 9-8-18 8-9-18 3-8-67 8-3-67 0-1-66 1-0-66 2-5-68 5-2-68 6-9-23 9-6-23 7-6-60 6-7-60 8-2-15 2-8-15 1-9-38 9-1-38 8-9-58 9-8-58 2-6-21 6-2-21,6,92 61 21 76 inf 89 0 60 36 23,6-0 | 2-21 | 9-23 | 8-36 | 7-60 | 1-61 | 3-76 | 5-89 | 0-92
10,0-4-97 4-0-97 8-0-78 0-8-78 8-4-24 4-8-24 6-3-17 3-6-17 7-5-59 5-7-59 7-5-76 5-7-76 0-8-31 8-0-31 2-3-63 3-2-63 0-6-1 6-0-1 4-2-54 2-4-54 0-8-94 8-0-94 5-8-16 8-5-16 7-0-71 0-7-71 3-8-18 8-3-18 7-2-46 2-7-46,9,inf inf inf inf inf inf inf inf inf 0,9-0
10,4-8-77 8-4-77 9-3-22 3-9-22 8-5-58 5-8-58 2-6-2 6-2-2 0-5-8 5-0-8 1-5-44 5-1-44 6-9-53 9-6-53 8-9-72 9-8-72 6-7-66 7-6-66 7-4-3 4-7-3 7-5-20 5-7-20 7-6-24 6-7-24 3-1-9 1-3-9 4-7-87 7-4-87 8-1-29 1-8-29,6,52 84 2 75 27 44 0 24 102 53,6-0 | 2-2 | 7-24 | 4-27 | 5-44 | 0-52 | 9-53 | 3-75 | 1-84 | 8-102
10,0-9-52 9-0-52 8-1-22 1-8-22 2-9-78 9-2-78 4-1-25 1-4-25 9-8-27 8-9-27 3-1-81 1-3-81 3-9-75 9-3-75 4-6-88 6-4-88 3-2-25 2-3-25 1-5-59 5-1-59 4-6-89 6-4-89 8-3-76 3-8-76 7-1-47 1-7-47 0-7-14 7-0-14 0-3-71 3-0-71,8,79 22 101 76 47 81 135 69 0 27,8-0 | 1-22 | 9-27 | 4-47 | 7-69 | 3-76 | 0-79 | 5-81 | 2-101 | 6-135
10,5-3-29 3-5-29 3-7-82 7-3-82 7-6-63 6-7-63 8-2-18 2-8-18 3-5-99 5-3-99 8-3-78 3-8-78 2-6-53 6-2-53 2-5-5 5-2-5 8-9-8 9-8-8 9-3-90 3-9-90 4-9-88 9-4-88 3-6-75 6-3-75 9-3-81 3-9-81 5-3-87 3-5-87 9-5-32 5-9-32,1,inf 0 inf inf inf inf inf inf inf inf,1-0
10,0-3-11 3-0-11 9-5-55 5-9-55 7-8-50 8-7-50 1-8-19 8-1-19 0-4-17 4-0-17 6-7-11 7-6-11 0-6-72 6-0-72 3-7-12 7-3-12 5-2-93 2-5-93 8-5-35 5-8-35 4-2-52 2-4-52 6-5-5 5-6-5 3-9-88 9-3-88 5-3-43 3-5-43 5-1-68 1-5-68,3,11 81 80 0 28 28 23 12 62 83,3-0 | 0-11 | 7-12 | 6-23 | 4-28 | 5-28 | 8-62 | 2-80 | 1-81 | 9-83
10,7-1-62 1-7-62 9-2-24 2-9-24 5-3-37 3-5-37 1-5-9 5-1-9 8-5-87 5-8-87 4-8-15 8-4-15 4-3-11 3-4-11 7-4-81 4-7-81 7-6-75 6-7-75 0-9-66 9-0-66 6-0-17 0-6-17 2-7-71 7-2-71 5-2-15 2-5-15 7-9-45 9-7-45 2-5-33 5-2-33,0,0 114 90 142 153 105 17 92 168 66,0-0 | 6-17 | 9-66 | 2-90 | 7-92 | 5-105 | 1-114 | 3-142 | 4-153 | 8-168
10,4-9-79 9-4-79 0-9-8 9-0-8 3-9-85 9-3-85 2-5-80 5-2-80 0-4-87 4-0-87 3-8-8 8-3-8 1-4-55 4-1-55 8-2-86 2-8-86 2-0-24 0-2-24 6-7-46 7-6-46 5-2-75 2-5-75 6-2-73 2-6-73 4-2-100 2-4-100 7-0-94 0-7-94 6-0-49 0-6-49,9,8 134 32 85 79 107 57 102 93 0,9-0 | 0-8 | 2-32 | 6-57 | 4-79 | 3-85 | 8-93 | 7-102 | 5-107 | 1-134
10,3-6-37 6-3-37 0-3-93 3-0-93 3-7-85 7-3-85 3-9-31 9-3-31 6-7-29 7-6-29 4-0-41 0-4-41 7-0-13 0-7-13 4-8-96 8-4-96 3-7-59 7-3-59 8-6-78 6-8-78 7-8-19 8-7-19 3-8-47 8-3-47 1-7-36 7-1-36 1-6-44 6-1-44 4-1-38 1-4-38,9,103 112 inf 31 144 inf 68 90 78 0,9-0 | 3-31 | 6-68 | 8-78 | 7-90 | 0-103 | 1-112 | 4-144
10,1-0-51 0-1-51 7-2-95 2-7-95 5-2-11 2-5-11 2-6-38 6-2-38 9-8-67 8-9-67 1-6-98 6-1-98 6-8-17 8-6-17 7-1-23 1-7-23 0-7-92 7-0-92 0-3-53 3-0-53 5-0-34 0-5-34 8-0-22 0-8-22 9-7-68 7-9-68 9-7-2 7-9-2 8-4-44 4-8-44,0,0 51 45 53 66 34 39 74 22 76,0-0 | 8-22 | 5-34 | 6-39 | 2-45 | 1-51 | 3-53 | 4-66 | 7-74 | 9-76
10,5-4-44 4-5-44 7-4-99 4-7-99 1-3-40 3-1-40 0-3-43 3-0-43 2-4-19 4-2-19 3-0-70 0-3-70 1-2-93 2-1-93 7-4-74 4-7-74 5-8-100 8-5-100 5-0-34 0-5-34 7-8-31 8-7-31 4-2-92 2-4-92 0-7-64 7-0-64 4-8-17 8-4-17 8-0-74 0-8-74,8,74 129 36 117 17 61 inf 31 0 inf,8-0 | 4-17 | 7-31 | 2-36 | 5-61 | 0-74 | 3-117 | 1-129
10,5-1-82 1-5-82 2-3-15 3-2-15 8-2-71 2-8-71 4-9-48 9-4-48 9-8-2 8-9-2 1-9-97 9-1-97 4-2-70 2-4-70 5-6-63 6-5-63 9-2-79 2-9-79 1-2-99 2-1-99 6-3-31 3-6-31 8-9-82 9-8-82 4-6-84 6-4-84 3-1-1 1-3-1 9-2-27 2-9-27,2,inf 16 0 15 70 98 46 inf 29 27,2-0 | 3-15 | 1-16 | 9-27 | 8-29 | 6-46 | 4-70 | 5-98
10,5-1-78 1-5-78 9-8-68 8-9-68 8-9-100 9-8-100 5-4-5 4-5-5 1-6-6 6-1-6 8-1-91 1-8-91 2-1-79 1-2-79 1-3-53 3-1-53 0-6-75 6-0-75 9-1-76 1-9-76 5-6-43 6-5-43 1-6-80 6-1-80 2-1-100 1-2-100 0-8-83 8-0-83 0-2-41 2-0-41,2,41 79 0 132 133 128 85 inf 124 155,2-0 | 0-41 | 1-79 | 6-85 | 8-124 | 5-128 | 3-132 | 4-133 | 9-155
10,9-3-7 3-9-7 2-0-2 0-2-2 4-3-53 3-4-53 6-9-79 9-6-79 0-4-37 4-0-37 0-4-62 4-0-62 5-7-99 7-5-99 5-3-45 3-5-45 1-9-43 9-1-43 7-6-90 6-7-90 2-6-88 6-2-88 0-3-91 3-0-91 7-6-37 6-7-37 3-6-1 6-3-1 6-8-83 8-6-83,2,2 139 0 89 39 134 88 125 171 96,2-0 | 0-2 | 4-39 | 6-88 | 3-89 | 9-96 | 7-125 | 5-134 | 1-139 | 8-171
10,7-5-50 5-7-50 1-4-49 4-1-49 6-1-63 1-6-63 0-5-8 5-0-8 3-6-100 6-3-100 0-9-42 9-0-42 1-4-67 4-1-67 9-8-71 8-9-71 1-0-33 0-1-33 0-8-85 8-0-85 8-9-25 9-8-25 0-1-53 1-0-53 0-6-25 6-0-25 8-1-56 1-8-56 2-9-18 9-2-18,4,82 49 142 207 0 90 107 140 105 124,4-0 | 1-49 | 0-82 | 5-90 | 8-105 | 6-107 | 9-124 | 7-140 | 2-142 | 3-207
10,1-9-42 9-1-42 1-8-96 8-1-96 5-4-72 4-5-72 5-9-81 9-5-81 3-2-37 2-3-37 5-7-48 7-5-48 8-2-66 2-8-66 8-5-9 5-8-9 4-8-62 8-4-62 0-6-19 6-0-19 4-8-93 8-4-93 0-8-4 8-0-4 8-5-55 5-8-55 8-4-2 4-8-2 9-8-40 8-9-40,0,0 86 70 107 6 13 19 61 4 44,0-0 | 8-4 | 4-6 | 5-13 | 6-19 | 9-44 | 7-61 | 2-70 | 1-86 | 3-107
10,4-9-28 9-4-28 7-3-20 3-7-20 9-5-93 5-9-93 1-9-29 9-1-29 7-4-75 4-7-75 2-4-55 4-2-55 9-8-69 8-9-69 3-7-43 7-3-43 3-9-73 9-3-73 0-8-43 8-0-43 5-2-54 2-5-54 0-2-17 2-0-17 1-8-30 8-1-30 8-9-51 9-8-51 3-0-82 0-3-82,0,0 73 17 82 72 71 inf 102 43 94,0-0 | 2-17 | 8-43 | 5-71 | 4-72 | 1-73 | 3-82 | 9-94 | 7-102
